FS_CD,FS_LN_KEY,ACCT_ID,MODIFIED_BY,TIME_STAMP,COMPANY_ID,S_CF_ACCT_TYP_CD,S_CF_ACTVTY_CD,ROWVERSION
BALSHT,38,1010-005,SGOSS,2016-02-13,1,,,0
BALSHT,38,0817-010,SGOSS,2016-02-13,1,,,0
BALSHT,38,0517-005,SGOSS,2016-02-13,1,,,0
BALSHT,38,0517-010,SGOSS,2016-02-13,1,,,0
BALSHT,38,0517-105,SGOSS,2016-02-13,1,,,0
BALSHT,38,0817-005,SGOSS,2016-02-13,1,,,0
INCSTM,108,1020-000,SGOSS,2016-02-13,1,,,0
INCSTM,7,1010-999,SGOSS,2016-02-13,1,,,0
BALSHT,38,0899-00P,SGOSS,2016-02-13,1,,,0
BALSHT,38,0864-000,SGOSS,2016-02-13,1,,,0
INCSTM,24,0564-000,SGOSS,2016-02-13,1,,,0
BALSHT,38,0564-000,SGOSS,2016-02-13,1,,,0
BALSHT,38,0564-100,SGOSS,2016-02-13,1,,,0
INCSTM,25,0564-100,SGOSS,2016-02-13,1,,,0
INCSTM,15,1100-999,SGOSS,2016-02-13,1,,,0
BALSHT,38,1100-999,SGOSS,2016-02-13,1,,,0
BALSHT,13,0150-050,SGOSS,2016-02-13,1,,,0
BALSHT,15,0150-060,SGOSS,2016-02-13,1,,,0
BALSHT,38,0541-100,SGOSS,2016-02-13,1,,,0
BALSHT,38,0579-000,SGOSS,2016-02-13,1,,,0
BALSHT,38,0999-170,SGOSS,2016-02-13,1,,,0
BALSHT,38,0874-000,SGOSS,2016-02-13,1,,,0
BALSHT,38,0879-000,SGOSS,2016-02-13,1,,,0
BALSHT,38,0999-140,SGOSS,2016-02-13,1,,,0
BALSHT,38,0541-000,SGOSS,2016-02-13,1,,,0
BALSHT,38,0517-115,SGOSS,2016-02-13,1,,,0
BALSHT,38,0517-015,SGOSS,2016-02-13,1,,,0
BALSHT,38,0999-150,SGOSS,2016-02-13,1,,,0
BALSHT,38,2020-020,SGOSS,2016-02-13,1,,,0
BALSHT,38,2020-015,SGOSS,2016-02-13,1,,,0
BALSHT,38,2020-010,SGOSS,2016-02-13,1,,,0
BALSHT,38,2020-005,SGOSS,2016-02-13,1,,,0
BALSHT,38,1020-020,SGOSS,2016-02-13,1,,,0
BALSHT,38,1020-015,SGOSS,2016-02-13,1,,,0
BALSHT,38,1020-010,SGOSS,2016-02-13,1,,,0
BALSHT,38,1020-005,SGOSS,2016-02-13,1,,,0
BALSHT,38,0999-180,SGOSS,2016-02-13,1,,,0
BALSHT,38,0999-160,SGOSS,2016-02-13,1,,,0
BALSHT,38,0579-100,SGOSS,2016-02-13,1,,,0
INCSTM,108,1020-015,SGOSS,2016-02-13,1,,,0
INCSTM,108,1020-005,SGOSS,2016-02-13,1,,,0
INCSTM,108,1020-020,SGOSS,2016-02-13,1,,,0
INCSTM,108,1020-010,SGOSS,2016-02-13,1,,,0
INCSTM,109,1100-010,SGOSS,2016-02-13,1,,,0
INCSTM,24,0541-000,SGOSS,2016-02-13,1,,,0
INCSTM,24,0579-000,SGOSS,2016-02-13,1,,,0
INCSTM,24,0517-015,SGOSS,2016-02-13,1,,,0
INCSTM,25,0517-115,SGOSS,2016-02-13,1,,,0
INCSTM,25,0541-100,SGOSS,2016-02-13,1,,,0
INCSTM,25,0579-100,SGOSS,2016-02-13,1,,,0
INCSTM,81,0999-120,SGOSS,2016-02-13,1,,,0
INCSTM,81,0999-170,SGOSS,2016-02-13,1,,,0
INCSTM,81,0999-180,SGOSS,2016-02-13,1,,,0
INCSTM,106,0999-140,SGOSS,2016-02-13,1,,,0
INCSTM,78,0999-160,SGOSS,2016-02-13,1,,,0
INCSTM,80,0999-150,SGOSS,2016-02-13,1,,,0
INCSTM,28,2020-010,SGOSS,2016-02-13,1,,,0
INCSTM,28,2020-020,SGOSS,2016-02-13,1,,,0
INCSTM,28,2020-015,SGOSS,2016-02-13,1,,,0
INCSTM,28,2020-005,SGOSS,2016-02-13,1,,,0
INCSTM,25,0590-100,SGOSS,2016-02-13,1,,,0
BALSHT,38,1040-010,SGOSS,2016-02-13,1,,,0
INCSTM,7,1010-030,SGOSS,2016-02-13,1,,,0
INCSTM,112,1025-000,SGOSS,2016-02-13,1,,,0
INCSTM,111,1040-010,SGOSS,2016-02-13,1,,,0
INCSTM,21,0468-000,SGOSS,2016-02-13,1,,,0
INCSTM,24,0517-020,SGOSS,2016-02-13,1,,,0
INCSTM,24,0517-025,SGOSS,2016-02-13,1,,,0
INCSTM,25,0517-125,SGOSS,2016-02-13,1,,,0
INCSTM,25,0517-120,SGOSS,2016-02-13,1,,,0
INCSTM,28,2010-030,SGOSS,2016-02-13,1,,,0
INCSTM,28,2010-025,SGOSS,2016-02-13,1,,,0
INCSTM,28,2010-020,SGOSS,2016-02-13,1,,,0
INCSTM,28,2010-015,SGOSS,2016-02-13,1,,,0
INCSTM,28,2010-005,SGOSS,2016-02-13,1,,,0
BALSHT,28,0205-010,SGOSS,2016-02-13,1,,,0
BALSHT,28,0205-005,SGOSS,2016-02-13,1,,,0
BALSHT,38,0517-025,SGOSS,2016-02-13,1,,,0
BALSHT,38,0517-120,SGOSS,2016-02-13,1,,,0
BALSHT,38,0517-125,SGOSS,2016-02-13,1,,,0
BALSHT,38,0590-100,SGOSS,2016-02-13,1,,,0
BALSHT,38,0817-015,SGOSS,2016-02-13,1,,,0
BALSHT,38,0817-020,SGOSS,2016-02-13,1,,,0
BALSHT,38,0817-025,SGOSS,2016-02-13,1,,,0
BALSHT,38,1010-030,SGOSS,2016-02-13,1,,,0
BALSHT,38,1025-000,SGOSS,2016-02-13,1,,,0
BALSHT,38,2010-020,SGOSS,2016-02-13,1,,,0
BALSHT,38,2010-015,SGOSS,2016-02-13,1,,,0
BALSHT,38,2010-005,SGOSS,2016-02-13,1,,,0
BALSHT,38,0517-020,SGOSS,2016-02-13,1,,,0
BALSHT,38,0468-000,SGOSS,2016-02-13,1,,,0
BALSHT,38,2010-025,SGOSS,2016-02-13,1,,,0
BALSHT,38,2010-030,SGOSS,2016-02-13,1,,,0
BALSHT,38,0583-10R,SGOSS,2016-02-13,1,,,0
INCSTM,25,0583-10R,SGOSS,2016-02-13,1,,,0
BALSHT,1,0100-000,JLAPINGTON,2016-02-25,1,,,0
BALSHT,1,0100-010,LWORTMAN,2016-02-25,1,,,0
INCSTM,79,0840-000,JLAPINGTON,2017-02-21,1,,,0
BALSHT,38,0899-00I,SGOSS,2016-02-27,1,,,0
INCSTM,28,0783-00I,SGOSS,2016-02-27,1,,,0
BALSHT,38,0783-00I,SGOSS,2016-02-27,1,,,0
INCSTM,79,0841-000,JLAPINGTON,2017-02-21,1,,,0
BALSHT,38,0800-001,SGOSS,2016-02-27,1,,,0
INCSTM,79,0842-000,JLAPINGTON,2017-02-21,1,,,0
BALSHT,38,0810-00I,SGOSS,2016-02-27,1,,,0
INCSTM,79,0844-000,JLAPINGTON,2017-02-21,1,,,0
BALSHT,38,0883-00I,SGOSS,2016-02-27,1,,,0
INCSTM,25,0583-10D,SGOSS,2016-02-28,1,,,0
BALSHT,38,0583-10D,SGOSS,2016-02-28,1,,,0
INCSTM,27,0683-00M,SGOSS,2016-02-28,1,,,0
BALSHT,38,0683-00M,SGOSS,2016-02-28,1,,,0
INCSTM,28,0783-00F,SGOSS,2016-02-28,1,,,0
BALSHT,38,0783-00F,SGOSS,2016-02-28,1,,,0
INCSTM,79,0845-000,JLAPINGTON,2017-02-21,1,,,0
BALSHT,38,0899-00D,SGOSS,2016-02-28,1,,,0
INCSTM,79,0846-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0847-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0850-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0855-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0858-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,20,1299-015,JLAPINGTON,2017-03-01,1,,,0
BALSHT,38,1299-015,JLAPINGTON,2017-03-01,1,,,0
INCSTM,79,0859-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0860-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0861-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0862-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0863-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0864-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,25,MJPR-OIT,JLAPINGTON,2017-08-09,1,,,0
INCSTM,79,0870-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0871-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,27,ACSC-MTH,JLAPINGTON,2017-02-21,1,,,0
INCSTM,27,BDSC-MTH,JLAPINGTON,2017-02-21,1,,,0
INCSTM,27,CNSC-MTH,JLAPINGTON,2017-02-21,1,,,0
INCSTM,25,MJRC-OIT,JLAPINGTON,2017-08-09,1,,,0
INCSTM,27,MJAC-MTH,JLAPINGTON,2017-08-09,1,,,0
INCSTM,79,0872-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0873-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,27,MJBD-MTH,JLAPINGTON,2017-08-09,1,,,0
INCSTM,79,0874-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0879-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0883-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0883-00A,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0883-00B,JLAPINGTON,2017-02-21,1,,,0
INCSTM,27,MJCN-MTH,JLAPINGTON,2017-08-09,1,,,0
INCSTM,27,MJEM-MTH,JLAPINGTON,2017-08-09,1,,,0
INCSTM,79,0883-00C,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0883-00E,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0883-00H,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0883-00I,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0883-00M,JLAPINGTON,2017-02-21,1,,,0
INCSTM,27,MJFC-MTH,JLAPINGTON,2017-08-09,1,,,0
INCSTM,79,0883-00Q,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0883-00R,JLAPINGTON,2017-02-21,1,,,0
BALSHT,34,0280-000,49301.ISMAIL.MARMAR,2016-03-11,1,,,0
BALSHT,28,0295-000,49301.ISMAIL.MARMAR,2016-03-11,1,,,0
BALSHT,2,0110-000,49301.ISMAIL.MARMAR,2016-03-28,1,,,0
BALSHT,3,0110-005,49301.ISMAIL.MARMAR,2016-03-28,1,,,0
BALSHT,4,0110-015,49301.ISMAIL.MARMAR,2016-03-28,1,,,0
INCSTM,79,0890-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0899-00A,JLAPINGTON,2017-02-21,1,,,0
BALSHT,4,0110-020,49301.ISMAIL.MARMAR,2016-03-28,1,,,0
BALSHT,4,0110-025,49301.ISMAIL.MARMAR,2016-03-28,1,,,0
BALSHT,4,0110-030,49301.ISMAIL.MARMAR,2016-03-28,1,,,0
BALSHT,4,0110-035,49301.ISMAIL.MARMAR,2016-03-28,1,,,0
BALSHT,4,0110-040,49301.ISMAIL.MARMAR,2016-03-28,1,,,0
BALSHT,25,0220-0VT,LWORTMAN,2016-05-20,1,,,0
BALSHT,25,0220-0VA,LWORTMAN,2016-05-20,1,,,0
BALSHT,25,0220-0SC,LWORTMAN,2016-05-20,1,,,0
BALSHT,25,0220-0UT,LWORTMAN,2016-05-20,1,,,0
BALSHT,25,0220-0WV,49301.ISMAIL.MARMAR,2016-05-20,1,,,0
BALSHT,25,0220-0CO,LWORTMAN,2016-05-23,1,,,0
BALSHT,25,0220-0WI,49301.ISMAIL.MARMAR,2016-05-23,1,,,0
INCSTM,20,1299-005,BADAWII,2016-06-11,1,,,0
BALSHT,38,1299-005,BADAWII,2016-06-11,1,,,0
INCSTM,20,1299-010,BADAWII,2016-06-11,1,,,0
BALSHT,38,1299-010,BADAWII,2016-06-11,1,,,0
BALSHT,1,0100-005,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,21,0408-000,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,21,0423-000,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,21,0432-000,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,21,0462-000,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,21,0473-000,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,24,0590-000,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,25,0536-100,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,81,0997-000,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,81,0998-000,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,81,0999-070,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,81,0999-080,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,81,0999-090,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,81,0999-100,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,81,0999-110,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,81,0999-130,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,7,1010-015,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,7,1010-020,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,7,1010-025,49301.ISMAIL.MARMAR,2016-10-19,1,,,0
INCSTM,29,FRNG-DLI,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,FRNG-DLI,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,FRNG-BPC,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,FRNG-BPC,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,FRNG-BPI,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,FRNG-BPI,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,FRNG-OCS,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,FRNG-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,24,0583-00R,JLAPINGTON,2017-02-22,1,,,0
BALSHT,38,MJHR-CRX,JLAPINGTON,2016-11-22,1,,,0
INCSTM,29,FRNG-SVC,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,FRNG-SVC,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,MTHD-CRX,JLAPINGTON,2017-02-22,1,,,0
BALSHT,38,MJIT-CRX,JLAPINGTON,2016-11-22,1,,,0
INCSTM,79,0899-00B,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0899-00C,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,ACSC-OCS,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,ACSC-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,MTHD-DIR,JLAPINGTON,2017-02-22,1,,,0
BALSHT,38,ACSC-MTH,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,ACSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,ACSC-GNA,JLAPINGTON,2016-11-21,1,,,0
INCSTM,79,0899-00D,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0899-00E,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,ACSC-OIT,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,ACSC-OIT,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,CNSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,CNSC-GNA,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,PRSC-MTH,JLAPINGTON,2017-02-22,1,,,0
BALSHT,38,CNSC-MTH,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,CNSC-OCS,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,CNSC-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,CNSC-OIT,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,CNSC-OIT,JLAPINGTON,2016-11-21,1,,,0
INCSTM,79,0899-00F,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0899-00H,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,EMSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,EMSC-GNA,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,RCSC-MTH,JLAPINGTON,2017-02-22,1,,,0
BALSHT,38,EMSC-MTH,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,EMSC-OCS,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,EMSC-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,EMSC-OIT,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,EMSC-OIT,JLAPINGTON,2016-11-21,1,,,0
INCSTM,79,0899-00I,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0899-00M,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,FCSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,FCSC-GNA,JLAPINGTON,2016-11-21,1,,,0
INCSTM,27,MJHR-MTH,JLAPINGTON,2017-08-09,1,,,0
BALSHT,38,FCSC-MTH,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,FCSC-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,FRNG-DLC,JLAPINGTON,2016-11-18,1,,,0
BALSHT,38,FRNG-DLC,JLAPINGTON,2016-11-18,1,,,0
INCSTM,79,0810-00C,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0899-00P,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,0899-00R,JLAPINGTON,2017-02-21,1,,,0
INCSTM,24,MJHR-OCS,JLAPINGTON,2017-08-09,1,,,0
INCSTM,27,MJIT-MTH,JLAPINGTON,2017-08-09,1,,,0
INCSTM,27,MJPR-MTH,JLAPINGTON,2017-08-09,1,,,0
INCSTM,27,MJRC-MTH,JLAPINGTON,2017-08-09,1,,,0
INCSTM,28,MJAC-GNA,JLAPINGTON,2017-08-09,1,,,0
INCSTM,28,MJBD-GNA,JLAPINGTON,2017-08-09,1,,,0
INCSTM,28,MJCN-GNA,JLAPINGTON,2017-08-09,1,,,0
INCSTM,28,MJEM-GNA,JLAPINGTON,2017-08-09,1,,,0
INCSTM,28,MJFC-GNA,JLAPINGTON,2017-08-09,1,,,0
INCSTM,28,MJHR-GNA,JLAPINGTON,2017-08-09,1,,,0
BALSHT,5,0120-000,JLAPINGTON,2017-02-28,1,,,0
BALSHT,5,0120-010,JLAPINGTON,2017-02-28,1,,,0
BALSHT,5,0120-020,JLAPINGTON,2017-02-28,1,,,0
BALSHT,5,0120-030,JLAPINGTON,2017-02-28,1,,,0
BALSHT,8,0150-000,JLAPINGTON,2017-02-28,1,,,0
BALSHT,8,0160-000,JLAPINGTON,2017-02-28,1,,,0
BALSHT,9,0150-010,JLAPINGTON,2017-02-28,1,,,0
BALSHT,9,0160-010,JLAPINGTON,2017-02-28,1,,,0
BALSHT,10,0150-020,JLAPINGTON,2017-02-28,1,,,0
INCSTM,28,MJIT-GNA,JLAPINGTON,2017-08-09,1,,,0
INCSTM,28,MJPR-GNA,JLAPINGTON,2017-08-09,1,,,0
INCSTM,28,MJRC-GNA,JLAPINGTON,2017-08-09,1,,,0
BALSHT,33,0275-010,49301.ISMAIL.MARMAR,2017-10-12,1,,,0
BALSHT,1,0100-030,49301.ISMAIL.MARMAR,2017-11-28,1,,,0
INCSTM,21,0436-000,JLAPINGTON,2018-01-24,1,,,0
BALSHT,38,0436-000,JLAPINGTON,2018-01-24,1,,,0
INCSTM,21,0437-000,JLAPINGTON,2018-01-24,1,,,0
BALSHT,38,0437-000,JLAPINGTON,2018-01-24,1,,,0
BALSHT,25,0210-044,49301.ISMAIL.MARMAR,2018-01-31,1,,,0
BALSHT,10,0160-020,JLAPINGTON,2017-02-28,1,,,0
BALSHT,11,0150-030,JLAPINGTON,2017-02-28,1,,,0
BALSHT,11,0160-030,JLAPINGTON,2017-02-28,1,,,0
BALSHT,12,0150-040,JLAPINGTON,2017-02-28,1,,,0
BALSHT,12,0160-040,JLAPINGTON,2017-02-28,1,,,0
BALSHT,38,0820-000,JLAPINGTON,2017-02-28,1,,,0
BALSHT,1,0100-015,JLAPINGTON,2017-02-28,1,,,0
BALSHT,1,0100-020,JLAPINGTON,2017-02-28,1,,,0
BALSHT,1,0100-025,JLAPINGTON,2017-02-28,1,,,0
INCSTM,28,2020-018,BADAWII,2018-03-09,1,,,0
BALSHT,38,2020-018,BADAWII,2018-03-09,1,,,0
INCSTM,79,MJAC-CRX,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,MJBD-CRX,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,MJCN-CRX,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,MJEM-CRX,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,MJFC-CRX,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,MJHR-CRX,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,MJIT-CRX,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,MJPR-CRX,JLAPINGTON,2017-02-21,1,,,0
INCSTM,79,MJRC-CRX,JLAPINGTON,2017-02-21,1,,,0
INCSTM,24,0536-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,81,0998-010,JLAPINGTON,2017-02-21,1,,,0
INCSTM,81,0999-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,81,0999-010,JLAPINGTON,2017-02-21,1,,,0
INCSTM,81,0999-020,JLAPINGTON,2017-02-21,1,,,0
INCSTM,81,0999-030,JLAPINGTON,2017-02-21,1,,,0
INCSTM,81,0999-040,JLAPINGTON,2017-02-21,1,,,0
INCSTM,81,0999-050,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRB-010,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRB-011,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRB-100,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRB-101,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRB-110,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRB-111,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRD-010,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRD-011,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRD-100,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRD-101,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRD-110,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRD-111,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRG-100,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRG-110,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRG-111,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRO-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRO-001,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRO-100,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRO-101,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRU-100,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DFRU-101,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DGNA-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DOHB-120,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DOHB-121,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DOHD-120,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DOHD-121,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,DSUB-000,JLAPINGTON,2017-02-21,1,,,0
BALSHT,38,FCSC-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,FCSC-OIT,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,FCSC-OIT,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,CFRG-100,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,CFRG-101,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,HRSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,HRSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,20,0135-010,49301.ISMAIL.MARMAR,2018-03-13,1,,,0
BALSHT,38,HRSC-MTH,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,HRSC-OCS,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,HRSC-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,HRSC-OIT,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,HRSC-OIT,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,CFRG-110,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,CFRG-111,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,ITSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,ITSC-GNA,JLAPINGTON,2016-11-21,1,,,0
INCSTM,28,2020-019,BADAWII,2018-03-26,1,,,0
BALSHT,38,ITSC-MTH,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,ITSC-OCS,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,ITSC-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,ITSC-OIT,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,ITSC-OIT,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,CFRO-350,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,CFRO-360,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,PRSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,PRSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,2020-019,BADAWII,2018-03-26,1,,,0
BALSHT,38,PRSC-MTH,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,PRSC-OCS,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,PRSC-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,PRSC-OIT,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,PRSC-OIT,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,CGNA-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,COHD-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,RCSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,RCSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,28,0205-015,49301.ISMAIL.MARMAR,2018-05-31,1,,,0
BALSHT,38,RCSC-MTH,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,RCSC-OCS,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,RCSC-OCS,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,RCSC-OIT,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,RCSC-OIT,JLAPINGTON,2016-11-21,1,,,0
INCSTM,29,COHD-100,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,CSUB-000,JLAPINGTON,2017-02-21,1,,,0
INCSTM,29,BDSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,38,BDSC-GNA,JLAPINGTON,2016-11-21,1,,,0
BALSHT,25,0220-0NY,SARGSYAND,2018-06-14,1,,,0
