PROJ_ID,ORG_ID,ACCT_ID,FY_CD,DIR_AMT,DIR_ALLOW_AMT,DIR_HRS,DIR_ALLOW_HRS,FEE_ON_DIR_AMT,FEE_ON_HRS_AMT,MARKUP_FEE_AMT,TOT_REV_MARKUP_AMT,MODIFIED_BY,TIME_STAMP,TOT_REV_UNITS_AMT,TOT_REV_TM_LAB_AMT,BURD_AMT,AL_BURD_AMT,COM_AMT,COM_AL_AMT,FEE_BURD_AMT,OTH_FEE_AMT,TOT_REV_AMT,OVER_FEE_AMT,OVER_TOT_AMT,REALLOC_AMT,TOT_AL_EXP_AMT,REV_ADJ_AMT,ACCT_FUNC_NO,OVER_CST_AMT,UNITS_QTY,AL_UNITS_QTY,ROWVERSION,COMPANY_ID,DISC_AMT,AWARD_FEE_AMT,OVER_AWRD_AMT,RETRO_AWRD_AMT,TOT_AWD_FEE_AMT,AWARD_FEE_ADJ_AMT
000501.000.006,1.01.01,0500-100,2016,84301.74,0,1718.5,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,27676.26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000501.000.007,1.01,0513-100,2016,700,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000501.000.007,1.01,0516-100,2016,6144.7,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000501.000.007,1.01,0517-100,2016,270.2,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000501.000.007,1.01,0517-120,2016,165.85,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000501.000.007,1.01,0519-100,2016,6320,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000501.000.007,1.01,0520-100,2016,256.1,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000501.000.007,1.01.01,0500-100,2016,30110.65,0,563.75,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,9885.33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0812-000,2016,437603.94,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0813-000,2016,48030.2,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0817-000,2016,2270.25,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0817-005,2016,5774.06,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0817-020,2016,1332.04,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0818-000,2016,87.5,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0819-000,2016,28062.5,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0858-000,2016,16288,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0871-000,2016,1484.94,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0872-000,2016,133630.76,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01,0874-000,2016,65348.65,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01.01,0800-000,2016,207405.64,0,3142.5,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,68091.27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000800.00A,1.01.01,MJAC-CRX,2016,-1017542.43,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00C,1.01,0812-000,2016,-12750,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00C,1.01,0817-000,2016,2674.41,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00C,1.01,0817-005,2016,2924.02,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00C,1.01,0817-020,2016,765.88,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00C,1.01,0818-000,2016,262.5,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00C,1.01.01,0800-000,2016,71266.65,0,872,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,23396.84,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000800.00C,1.01.01,MJCN-CRX,2016,-89273.11,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0812-000,2016,205500,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0813-000,2016,6696.03,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0815-000,2016,1772.65,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0816-000,2016,36265.33,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0817-000,2016,101094.94,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0817-005,2016,27708.84,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0817-010,2016,93760.02,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0817-015,2016,68.21,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0817-020,2016,11350.77,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0817-025,2016,12,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0818-000,2016,1015,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0819-000,2016,27854.05,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0820-000,2016,17518.74,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0821-000,2016,1135.6,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0822-000,2016,9018.36,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0830-000,2016,1257.7,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0844-000,2016,30,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0845-000,2016,300,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0861-000,2016,28512.91,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0862-000,2016,3979.99,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0863-000,2016,1886,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0864-000,2016,2327.66,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0871-000,2016,490.84,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01,0874-000,2016,4490.5,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01.01,0800-000,2016,624839.12,0,3960,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,205134.68,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000800.00E,1.01.01,MJEM-CRX,2016,-1420444.95,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0812-000,2016,12190,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0816-000,2016,75,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0820-000,2016,1191.05,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0826-000,2016,98139.42,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0830-000,2016,70833.52,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0834-000,2016,6317.84,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0836-000,2016,702274.75,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0846-000,2016,6691.42,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0872-000,2016,132,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01,0890-000,2016,18670.56,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01.01,0800-000,2016,26801.22,0,1001.75,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,8798.84,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000800.00F,1.01.01,MJFC-CRX,2016,-952391.21,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00H,1.01,0812-000,2016,58310,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00H,1.01,0814-000,2016,24621.74,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00H,1.01,0822-000,2016,620,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00H,1.01.01,0800-000,2016,18019.46,0,654.5,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,5915.79,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000800.00H,1.01.01,MJHR-CRX,2016,-107672.28,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01,0812-000,2016,92356.31,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01,0820-000,2016,155033,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01,0822-000,2016,192358.38,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01,0825-000,2016,30687,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01,0830-000,2016,11930.25,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01,0846-000,2016,2432.55,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01,0873-000,2016,9935.14,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01,0890-000,2016,50539.85,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01.01,0800-000,2016,178487.04,0,4979.75,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,58597.3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000800.00M,1.01.01,MJIT-CRX,2016,-784192.14,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00P,1.01.01,0800-000,2016,49170.76,0,600,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,16142.76,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000800.00P,1.01.01,MJPR-CRX,2016,-65819.13,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01,0812-000,2016,175202.34,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01,0813-000,2016,30800,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01,0815-000,2016,12422.81,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01,0816-000,2016,476.33,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01,0817-000,2016,277.85,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01,0817-010,2016,50.04,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01,0850-000,2016,4500,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01,0872-000,2016,6165,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01,0879-000,2016,387.3,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01.01,0800-000,2016,24821.16,0,693.75,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,8148.79,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000800.00R,1.01.01,MJRC-CRX,2016,-263506.84,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000850.001,1.01.01,MJBD-CRX,2016,-122523.08,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000850.001.001,1.01.01,0800-000,2016,36639.24,0,920.5,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,12028.66,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000850.001.002,1.01.01,0800-000,2016,4523.08,0,56,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,1484.93,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000850.001.003,1.01,0812-000,2016,1800,0,72,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000850.001.003,1.01.01,0800-000,2016,8939.72,0,188,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,2934.91,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000850.001.004,1.01.01,0800-000,2016,888.89,0,12,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,291.82,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000850.001.005,1.01.01,0800-000,2016,1481.48,0,20,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,486.37,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000850.001.006,1.01,0812-000,2016,800,0,32,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000850.001.006,1.01.01,0800-000,2016,22535.26,0,404,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,7398.33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000850.001.007,1.01,0812-000,2016,2875,0,67,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
000850.001.007,1.01.01,0800-000,2016,11619.32,0,312,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,3814.62,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000850.001.008,1.01.01,0800-000,2016,814.82,0,11,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,267.51,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
000900.000,1.01,0999-000,2016,2714.04,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
000900.000,1.01,0999-010,2016,7589.98,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
000900.000,1.01,0999-040,2016,82625.22,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
000900.001,1.01,0940-010,2016,-173.61,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
000900.001,1.01,0940-020,2016,-5289.12,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
010102.001,1.01,0300-000,2016,0,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,693392.4,473093.46,0,0,0,0,-220298.94,1,0,0,0,0,1,0,0,0,0,0,0
010102.001,1.01,1299-015,2016,3312.5,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
010102.002,1.01,0300-000,2016,0,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,-503518.79,-503518.79,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
010102.002,1.01,1299-015,2016,11309.7,0,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0
010102.002.001.001,1.01.01,1000-000,2016,126.89,126.89,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,62.46,62.46,0,0,0,0,189.35,0,0,0,189.35,0,2,0,0,0,0,1,0,0,0,0,0,0
010102.002.001.001,1.01.01,1000-100,2016,89763.82,89763.82,2325,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,87273.49,87273.49,0,0,0,0,177037.31,0,0,0,177037.31,0,2,0,0,0,0,1,0,0,0,0,0,0
010102.002.001.002,1.01.01,1000-100,2016,4276.66,4276.66,143,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,4158.02,4158.02,0,0,0,0,8434.68,0,0,0,8434.68,0,2,0,0,0,0,1,0,0,0,0,0,0
010102.002.001.003,1.01.01,1000-100,2016,12477.76,12477.76,293,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,12131.59,12131.59,0,0,0,0,24609.35,0,0,0,24609.35,0,2,0,0,0,0,1,0,0,0,0,0,0
010102.002.003.001,1.01.01,1000-100,2016,22676.92,22676.92,431,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,22047.79,22047.79,0,0,0,0,44724.71,0,0,0,44724.71,0,2,0,0,0,0,1,0,0,0,0,0,0
010102.002.004,1.01,1020-000,2016,698199.64,698199.64,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,86157.84,86157.84,0,0,0,0,784357.48,0,0,0,784357.48,0,3,0,0,0,0,1,0,0,0,0,0,0
010102.002.008.001,1.01,1100-000,2016,104326.64,104326.64,0,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,4289.55,4289.55,0,0,0,0,108616.19,0,0,0,108616.19,0,3,0,0,0,0,1,0,0,0,0,0,0
010102.002.008.001,1.01.01,1000-100,2016,90786.59,90786.59,1674,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,88267.89,88267.89,0,0,0,0,179054.48,0,0,0,179054.48,0,2,0,0,0,0,1,0,0,0,0,0,0
010102.002.008.002,1.01.01,1000-000,2016,758.72,758.72,24.25,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,373.45,373.45,0,0,0,0,1132.17,0,0,0,1132.17,0,2,0,0,0,0,1,0,0,0,0,0,0
010102.002.008.002,1.01.01,1000-100,2016,687.5,687.5,13,0,0,0,0,0,JLAPINGTON,2017-06-28,0,0,668.43,668.43,0,0,0,0,1355.93,0,0,0,1355.93,0,2,0,0,0,0,1,0,0,0,0,0,0
