PROJ_ID,ORG_ID,POOL_NO,ALLOC_GRP_NO,ACCT_ID,FY_CD,MODIFIED_BY,TIME_STAMP,BURD_AMT,ALLOW_BURD_AMT,COM_AMT,COM_ALLOW_AMT,ROWVERSION,COMPANY_ID,DISC_AMT
020103.002.001,1.01.01,110,1,1000-000,2016,JLAPINGTON,2017-06-28,13861.57,0,0,0,0,1,0
010106.001.006,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,17283.17,17283.17,0,0,0,1,0
020101.003.003,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,3693.02,0,0,0,0,1,0
020110.000.005.001,1.01,175,1,1010-020,2016,JLAPINGTON,2017-06-28,31.09,9.22,0,0,0,1,0
010106.001.011.009.002,1.01,160,1,1100-000,2016,JLAPINGTON,2017-06-28,18.12,18.12,0,0,0,1,0
020602.002.001.000,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,3452.71,0,0,0,0,1,0
010106.001.011.005,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,891.44,891.44,0,0,0,1,0
020602.003.000.000,1.01,160,1,1020-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
020110.000.003.005,1.01.01,120,1,1000-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010102.002.012.004,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,1762.71,1762.71,0,0,0,1,0
010802.001.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010106.001.011.004.003,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,27.76,27.76,0,0,0,1,0
020101.003.016,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,7.11,0,0,0,0,1,0
010106.001.011.010.003,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,6929.42,6929.42,0,0,0,1,0
020110.000.001.004.004,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,3670.22,0,0,0,0,1,0
BP0000.008.002,1.01.01,110,1,2000-000,2016,JLAPINGTON,2017-06-28,1736.33,0,0,0,0,1,0
010106.001.008.001,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,92.99,92.99,0,0,0,1,0
010105.003.002.007.004,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,470.73,470.73,0,0,0,1,0
010106.001.011.011.005,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,372.87,372.87,0,0,0,1,0
010603.000.001,1.01,175,1,1020-000,2016,JLAPINGTON,2017-06-28,1.9,1.9,0,0,0,1,0
010102.002.008.005,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,527.17,527.17,0,0,0,1,0
010107.00A.003.002.001,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,12247.25,12247.25,0,0,0,1,0
010107.00A.003.005.002,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,139.14,139.14,0,0,0,1,0
020110.000.003.015,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,9700.09,9700.09,0,0,0,1,0
020110.000.003.019,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,4134.91,4134.91,0,0,0,1,0
010102.002.008.001,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,471.19,471.19,0,0,0,1,0
000850.001.007,1.01.01,300,1,0800-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010105.004.002.002.001,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,581.87,581.87,0,0,0,1,0
010106.001.011.009.005,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,338.71,338.71,0,0,0,1,0
010107.00A.004.000.004,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,49998.77,49998.77,0,0,0,1,0
020101.003.004,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,11844.2,0,0,0,0,1,0
020103.001.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,1218.62,0,0,0,0,1,0
BP0000.008.003,1.01.01,110,1,2000-000,2016,JLAPINGTON,2017-06-28,1550.73,0,0,0,0,1,0
000800.00P,1.01.01,110,1,0800-000,2016,JLAPINGTON,2017-06-28,16142.76,0,0,0,0,1,0
010105.003.001.001,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,55409.49,55409.49,0,0,0,1,0
020110.000.006.001,1.01,160,1,1110-000,2016,JLAPINGTON,2017-06-28,4666.13,4666.13,0,0,0,1,0
010102.002.010.001,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,15001.97,15001.97,0,0,0,1,0
010603.000.004,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,26767.75,26767.75,0,0,0,1,0
020101.002.009,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,6419.14,0,0,0,0,1,0
020110.000.003.002,1.01,160,1,1100-000,2016,JLAPINGTON,2017-06-28,6683.45,6683.45,0,0,0,1,0
010803.000.002.001,1.01,175,1,1100-010,2016,JLAPINGTON,2017-06-28,2.69,0,0,0,0,1,0
020110.000.001,1.01,160,1,1100-999,2016,JLAPINGTON,2017-06-28,2327.83,0,0,0,0,1,0
020110.000.001.004,1.01.01,110,1,1000-000,2016,JLAPINGTON,2017-06-28,26.4,26.4,0,0,0,1,0
010105.003.002.008.005,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,58.32,58.32,0,0,0,1,0
010106.001.011.009.004,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,4074.67,4074.67,0,0,0,1,0
010106.001.011.011.004,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,15774.43,15774.43,0,0,0,1,0
010108.000.006,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,2807.6,2807.6,0,0,0,1,0
020602.002.001.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,8529.66,0,0,0,0,1,0
020701.000.001,1.01,175,1,1010-005,2016,JLAPINGTON,2017-06-28,74.52,0,0,0,0,1,0
020401.000.001,1.01,175,1,1010-999,2016,JLAPINGTON,2017-06-28,4.32,0,0,0,0,1,0
010301.002.002,1.01.01,110,1,1000-000,2016,JLAPINGTON,2017-06-28,8349.22,8349.22,0,0,0,1,0
020110.000.003.017,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,5965.25,5965.25,0,0,0,1,0
010105.003.002.003.002,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,233.33,233.33,0,0,0,1,0
010802.000.007,1.01.01,120,1,1000-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010102.02A.005,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,1436.48,1436.48,0,0,0,1,0
010803.000.001.001.003,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,11324.65,0,0,0,0,1,0
010105.003.002.001.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,19.06,19.06,0,0,0,1,0
020110.000.003.016,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,5106.31,5106.31,0,0,0,1,0
010105.003.002.004.005,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,56.54,0,0,0,0,1,0
010802.000.007,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,3601.45,3601.45,0,0,0,1,0
010107.00A.001.000.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,6177.68,6177.68,0,0,0,1,0
010106.001.011.015.000,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,417.17,417.17,0,0,0,1,0
010102.002.003.001,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,7444.83,7444.83,0,0,0,1,0
020602.999.999.999,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,15109.9,0,0,0,0,1,0
010802.002.008,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,13.97,13.97,0,0,0,1,0
010102.002.010.004,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,790.96,790.96,0,0,0,1,0
010107.00A.003.004.001,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,74.61,74.61,0,0,0,1,0
000850.001.007,1.01.01,110,1,0800-000,2016,JLAPINGTON,2017-06-28,3814.62,0,0,0,0,1,0
010803.000.002.001,1.01,175,1,1010-020,2016,JLAPINGTON,2017-06-28,3.65,0,0,0,0,1,0
010107.00A.004.000.005,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,7.45,7.45,0,0,0,1,0
020110.000.003.001,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,15833.51,15833.51,0,0,0,1,0
010107.00A.003.005.002,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,7.48,7.48,0,0,0,1,0
020110.000.001.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,73402.87,73402.87,0,0,0,1,0
010105.003.002.005.005,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,76.26,76.26,0,0,0,1,0
010105.003.002.010.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,3756.69,3756.69,0,0,0,1,0
010105.004.001.001.002,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,211.73,211.73,0,0,0,1,0
010802.002.010,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,2989.9,2989.9,0,0,0,1,0
020101.003.009,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,1739.64,0,0,0,0,1,0
010803.000.001.001.001,1.01,175,1,1010-010,2016,JLAPINGTON,2017-06-28,48.53,0,0,0,0,1,0
000850.001.002,1.01.01,300,1,0800-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010102.002.008.002,1.01.01,120,1,1000-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
021301.000.001.001,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,10515.67,0,0,0,0,1,0
010301.002.001,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
020602.002.002.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,659.52,0,0,0,0,1,0
010803.000.001.001.003,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,1191.71,0,0,0,0,1,0
010105.004.002.001.003,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,98.96,98.96,0,0,0,1,0
010107.00A.003.002.003,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,22735.29,22735.29,0,0,0,1,0
010107.00A.003.004.003,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,26.5,26.5,0,0,0,1,0
020101.001.001,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,167.93,0,0,0,0,1,0
000850.001.008,1.01.01,110,1,0800-000,2016,JLAPINGTON,2017-06-28,267.51,0,0,0,0,1,0
011101.001.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,143.03,143.03,0,0,0,1,0
010603.000.001,1.01,160,1,1100-010,2016,JLAPINGTON,2017-06-28,47.84,47.84,0,0,0,1,0
000800.00P,1.01.01,300,1,0800-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010102.002.008.003,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,37507.27,37507.27,0,0,0,1,0
010301.001.001,1.01.01,120,1,1000-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010301.002.001,1.01,175,1,1020-000,2016,JLAPINGTON,2017-06-28,537.77,537.77,0,0,0,1,0
010802.002.002,1.01,160,1,1020-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
020101.002.006,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,289.35,0,0,0,0,1,0
010105.003.002.008.004,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,162.68,162.68,0,0,0,1,0
010106.001.011.012.004,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,4569.53,4569.53,0,0,0,1,0
020602.001.001.000,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,478.77,0,0,0,0,1,0
020101.003.024,1.01,160,1,1100-000,2016,JLAPINGTON,2017-06-28,24.71,0,0,0,0,1,0
010105.004.002.001.003,1.01.01,175,1,1000-000,2016,JLAPINGTON,2017-06-28,495.15,495.15,0,0,0,1,0
020101.003.017,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,35.57,0,0,0,0,1,0
020110.000.001.001,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,1686.02,0,0,0,0,1,0
010102.002.011.002,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,3591.68,3591.68,0,0,0,1,0
010102.002.015.002,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,6307.76,6307.76,0,0,0,1,0
010301.002.001,1.01.01,110,1,1000-000,2016,JLAPINGTON,2017-06-28,5480.67,5480.67,0,0,0,1,0
010105.003.002.010.006,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,4217.74,4217.74,0,0,0,1,0
010107.00A.003.001.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,135.82,135.82,0,0,0,1,0
020107.002.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,6956.46,0,0,0,0,1,0
BP0000.000.001,1.01.01,110,1,2000-100,2016,JLAPINGTON,2017-06-28,10929.44,0,0,0,0,1,0
010802.000.004,1.01.01,110,1,1000-000,2016,JLAPINGTON,2017-06-28,15.3,15.3,0,0,0,1,0
010602.000.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,47969.44,47969.44,0,0,0,1,0
010802.002.005,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,31731.01,31731.01,0,0,0,1,0
020110.000.003.004,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,2180.91,0,0,0,0,1,0
010804.000.001,1.01,175,1,1100-010,2016,JLAPINGTON,2017-06-28,1.56,0,0,0,0,1,0
010105.004.002.002.002,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,537.06,537.06,0,0,0,1,0
010106.001.011.012.003,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,3821.92,3821.92,0,0,0,1,0
020101.002.002,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,1129.22,0,0,0,0,1,0
000850.001.008,1.01.01,300,1,0800-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010106.001.011.008.002,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,1636.76,1636.76,0,0,0,1,0
010106.001.011.012.001,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,2.5,2.5,0,0,0,1,0
010102.002.014.001,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,8.61,8.61,0,0,0,1,0
BP0000.001.004,1.01.01,120,1,2000-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
020110.000.003.004,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,103369.12,103369.12,0,0,0,1,0
010105.004.001.003,1.01,175,1,1100-000,2016,JLAPINGTON,2017-06-28,11.38,11.38,0,0,0,1,0
010106.001.011.002.005,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,305.2,305.2,0,0,0,1,0
010106.001.011.004.002,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,647.54,647.54,0,0,0,1,0
010802.000.003,1.01.01,175,1,1000-100,2016,JLAPINGTON,2017-06-28,5767.54,5767.54,0,0,0,1,0
010105.003.002.000.001,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,4805.09,0,0,0,0,1,0
010102.002.008.003,1.01,160,1,1020-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010105.003.002.008.003,1.01,160,1,1100-000,2016,JLAPINGTON,2017-06-28,223.99,223.99,0,0,0,1,0
010802.000.001,1.01.01,110,1,1000-000,2016,JLAPINGTON,2017-06-28,67.5,67.5,0,0,0,1,0
010102.02A.003,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,7487.88,7487.88,0,0,0,1,0
BP0000.010.001,1.01.01,120,1,2000-000,2016,JLAPINGTON,2017-06-28,0,0,0,0,0,1,0
010102.002.011.001,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,7214.69,7214.69,0,0,0,1,0
010107.00A.003.002.004,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,17950.68,17950.68,0,0,0,1,0
020401.001.001,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,17545.09,17545.09,0,0,0,1,0
010108.000.001,1.01.01,110,1,1000-100,2016,JLAPINGTON,2017-06-28,61303.16,61303.16,0,0,0,1,0
010106.001.008.002,1.01,175,1,1020-000,2016,JLAPINGTON,2017-06-28,2.01,2.01,0,0,0,1,0
010802.002.004,1.01.01,121,1,1000-100,2016,JLAPINGTON,2017-06-28,692.44,692.44,0,0,0,1,0
,,,,,,,,,,,,,,
